91,26
48,4
37,74
40,76
25,65
24,82
19,50
40,49
86,18
56,72
52,64
73,58
91,32
64,33
18,65
86,89
20,86
72,87
36,65
90,1
88,29
15,69
27,41
95,23
77,24
66,83
53,43
75,8
100,60
25,94
2,53
9,25
11,34
22,89
13,67
4,65
59,35
52,10
60,49
65,83
56,65
95,16
59,100
87,60
90,70
18,2
39,7
83,5
80,83
52,51
74,86
32,31
18,9
16,82
83,79
3,17
8,10
43,78
81,54
67,81
76,80
40,66
97,63
32,1
28,5
25,91
98,88
50,75
14,92
57,38
39,80
71,29
21,31
40,61
32,39
69,58
41,74
48,17
18,99
53,31
25,84
27,38
6,72
61,37
52,15
45,47
17,33
66,98
79,1
39,68
72,74
96,97
53,13
83,7
7,83
33,23
57,99
89,70
65,8
56,83
39,35
79,19
79,49
37,69
49,73
78,16
84,70
84,72
22,46
24,98
78,28
16,90
43,22
85,35
32,53
42,38
64,85
71,98
29,6
43,22
61,13
42,77
19,16
96,48
74,90
92,27
11,53
73,55
99,16
69,62
9,43
76,86
28,65
59,55
20,28
98,82
39,98
33,10
5,28
12,70
26,71
19,49
67,44
65,16
39,5
14,87
59,37
20,48
54,5
84,63
96,59
65,14
100,8
35,49
75,38
18,82
12,91
46,21
20,16
32,43
18,54
64,31
37,34
19,95
90,9
30,9
75,36
58,21
37,90
74,93
31,52
82,38
51,31
90,52
8,32
25,48
88,58
62,53
15,51
81,79
24,88
38,85
20,23
88,18
32,3
48,80
64,56
88,72
68,31
60,63
85,4
69,56
76,71
47,24
19,76
41,33
87,9
57,24
92,73
9,71
34,100
12,56
53,47
33,76
60,16
44,63
79,5
3,96
97,32
51,70
44,84
17,9
81,29
93,14
92,8
79,76
59,17
60,4
49,15
4,58
89,63
95,84
2,72
51,60
65,88
59,55
6,45
77,46
65,99
9,5
87,38
39,84
69,59
27,42
83,69
100,27
64,63
79,10
36,47
18,71
7,84
65,41
52,33
63,23
55,48
9,26
53,42
63,42
16,12
40,26
74,12
79,29
82,6
31,2
41,47
63,27
56,84
34,32
82,62
67,3
99,89
77,57
5,15
41,76
19,52
10,67
86,52
40,65
15,2
57,27
82,50
73,24
65,62
88,87
89,73
70,97
39,36
31,34
63,52
78,87
96,7
87,86
89,35
59,11
19,39
89,38
42,19
37,55
92,66
46,40
16,65
60,16
17,91
40,87
32,55
59,61
35,46
85,3
57,40
4,69
43,45
26,97
71,84
72,35
97,5
27,13
89,36
97,49
15,36
43,25
64,42
40,38
42,39
50,100
27,78
44,17
39,79
72,56
16,13
19,96
100,91
97,54
94,93
12,12
77,45
68,59
40,50
45,3
10,99
57,54
87,64
89,90
45,16
58,8
91,85
24,67
17,17
23,48
94,84
8,57
87,56
6,25
85,5
81,100
30,11
73,15
70,71
74,27
42,35
20,26
96,55
60,42
43,43
55,10
18,45
79,81
50,35
100,84
63,18
94,14
68,16
43,77
16,100
58,8
9,42
52,30
98,21
92,2
40,76
29,12
90,30
45,29
5,77
72,63
71,25
44,35
98,91
34,77
11,62
79,61
12,20
70,93
4,31
67,89
13,15
46,78
51,99
74,75
68,58
100,97
43,93
45,8
60,92
72,68
4,35
43,15
30,9
53,70
19,27
78,92
11,71
1,100
78,62
10,63
89,35
71,75
66,70
65,33
73,83
75,26
18,4
38,72
21,16
93,97
1,70
30,75
5,9
53,65
15,19
81,81
98,85
99,94
29,27
72,41
69,10
61,82
39,100
63,36
95,58
22,21
17,42
20,4
90,24
65,50
38,60
20,46
38,23
65,12
42,46
21,22
36,55
5,31
89,4
8,76
3,10
20,8
55,62
85,14
81,66
23,10
29,67
17,41
66,42
49,74
56,62
36,70
76,21
99,41
79,43
78,3
91,97
68,30
80,91
40,48
31,78
52,50
80,47
80,58
16,7
63,17
14,61
8,38
72,43
27,25
60,21
60,50
12,12
23,70
84,62
22,16
37,88
57,93
5,30
53,65
37,2
15,13
19,59
43,56
36,4
64,18
20,27
24,70
56,32
16,26
15,29
14,6
88,32
58,24
66,58
97,8
4,3
14,91
70,97
87,80
58,82
17,94
2,13
87,12
80,8
96,31
46,2
58,16
27,45
86,65
24,52
16,48
74,21
11,92
97,56
82,13
99,56
79,33
54,12
75,55
25,70
96,48
32,100
44,67
3,5
32,62
27,37
7,85
100,90
47,61
72,20
82,33
13,2
35,59
77,82
20,85
56,55
54,22
65,70
56,23
50,10
34,73
6,19
83,43
96,84
50,1
4,24
57,66
86,54
85,54
40,59
96,77
97,23
27,42
81,43
35,57
89,19
55,5
88,100
23,40
81,83
66,5
54,64
100,11
90,65
39,16
57,23
89,22
25,99
89,85
52,4
94,58
81,56
68,78
71,27
86,69
9,42
50,49
94,65
59,71
91,100
4,70
64,32
93,13
16,23
63,46
30,79
78,53
3,50
84,61
43,51
20,88
36,24
16,24
80,7
6,19
94,93
80,18
65,32
78,97
13,97
72,94
78,45
95,98
27,41
57,83
33,69
90,2
19,87
91,76
96,71
11,75
55,18
58,82
4,40
4,34
58,71
17,34
27,74
82,79
8,31
55,69
51,27
70,34
46,80
88,55
58,89
83,31
49,51
22,65
97,53
6,100
37,44
65,2
88,51
33,87
91,40
51,95
41,86
33,38
47,59
78,85
26,43
66,84
82,16
57,33
7,24
58,42
62,15
86,14
73,13
2,60
78,73
6,96
9,56
59,52
82,54
99,93
14,96
36,15
14,47
19,13
9,30
92,55
62,81
17,44
38,34
95,64
33,46
57,29
61,20
92,75
97,89
57,98
67,95
51,47
96,59
46,59
67,6
67,38
37,62
56,70
97,8
94,15
75,42
96,47
78,87
79,70
29,100
93,77
6,29
34,71
4,14
61,51
65,84
89,75
58,62
86,43
31,70
45,37
3,75
5,35
61,91
25,97
1,60
66,25
43,53
20,95
96,79
36,52
35,23
45,1
22,56
71,65
81,4
57,90
79,5
84,92
24,53
80,80
98,19
24,10
8,66
84,66
8,55
8,47
74,84
27,30
7,10
11,88
83,10
48,14
5,46
98,90
14,14
18,91
87,21
3,16
69,91
32,10
21,49
97,82
4,68
1,11
36,11
38,87
62,97
88,53
96,18
25,12
39,90
34,39
34,89
10,72
48,22
6,60
51,42
90,29
44,81
56,24
34,10
87,28
25,54
10,54
33,63
10,26
28,80
75,67
93,21
85,3
98,75
10,32
73,34
21,44
63,68
92,58
5,66
96,13
15,75
30,12
62,79
9,41
39,6
53,77
87,95
43,40
97,28
6,26
99,57
82,50
46,38
26,43
96,89
47,65
78,95
60,61
66,68
49,23
28,49
30,14
14,63
24,54
89,77
40,90
14,29
6,59
64,52
62,61
67,97
9,14
86,16
61,38
48,9
48,10
6,68
43,67
39,48
54,9
65,38
4,97
21,18
69,13
46,37
78,15
78,5
74,74
29,4
46,4
70,92
98,86
40,69
98,38
36,42
92,98
49,68
69,86
29,8
90,44
57,53
3,93
60,96
26,96
13,60
30,47
90,69
64,22
63,44
65,46
45,48
28,62
79,53
65,60
25,54
1,52
9,4
77,20
51,1
99,86
71,98
62,52
57,100
27,84
85,58
9,91
79,84
70,11
30,66
34,69
80,2
87,51
83,92
56,69
35,25
8,95
31,100
12,71
12,20
6,50
91,17
94,29
27,64
14,3
74,13
28,31
89,3
47,43
46,68
80,98
89,63
29,76
11,68
20,56
95,48
44,14
91,83
29,90
70,82
80,50
17,30
51,33
84,43
17,54
66,72
47,15
3,45
99,50
80,95
52,34
40,15
14,73
48,23
18,94
81,20
32,76
24,81
85,86
52,52
92,77
87,7
17,44
53,72
38,85
71,19
18,53
78,90
83,66
67,75
82,82
30,100
19,38
55,61
57,31
8,37
90,61
34,34
92,41
97,88
70,29
98,70
31,24
38,53
48,79
94,35
76,92
93,74
25,24
30,92
16,56
63,46
94,65
40,71
77,27
83,99
68,44
65,82
34,83
100,84
97,92
83,40
6,81
79,4
79,95
14,21
68,15
51,65
61,82
15,59
94,70
13,100
5,37
26,91
67,76
66,1
29,40
48,62
12,10
49,55
92,69
67,36
9,73
50,37
29,50
77,82
17,37
68,30
34,19
73,55
25,3
72,62
76,13
67,80
64,84
24,26
58,75
33,47
38,37
53,16
22,8
89,67
75,66
85,60
54,56
84,97
47,38
7,86
70,66
36,6
75,3
84,71
73,58
78,66
51,30
81,81
14,25
97,61
36,68
58,100
97,81
91,16
21,21
88,41
86,77
8,78
7,61
67,81
29,49
79,68
42,65
97,79
73,42
81,30
48,6
40,84
7,90
25,100
6,2
92,61
64,25
72,53
22,3
11,62
12,38
32,14
43,5
49,48
85,50
40,66
33,85
64,8
26,20
40,39
76,85
17,36
72,10
19,49
23,38
72,12
19,40
63,48
76,90
13,71
61,78
95,37
90,26
42,44
26,76
18,7
32,98
68,26
77,67
11,28
98,45
83,28
55,85
95,35
98,56
26,82
36,93
44,14
28,26
37,18
76,48
42,21
71,77
43,73
48,53
78,71
31,1
100,78
65,53
22,70
37,38
45,72
42,88
14,62
72,38
58,100
76,3
66,33
10,82
43,67
30,51
55,83
58,3
41,13
46,64
55,90
9,69
77,31
9,74
57,64
34,65
65,9
50,14
31,37
62,34
49,46
2,96
90,10
83,58
66,13
20,5
17,63
55,13
89,88
64,29
55,75
64,90
35,34
75,50
67,41
51,39
57,88
30,72
66,98
44,61
39,22
66,26
89,61
57,53
69,37
7,96
39,59
83,49
36,76
64,42
29,47
15,38
78,20
10,96
14,85
32,86
26,46
85,31
85,26
89,92
40,50
76,83
5,28
61,83
60,52
58,84
4,78
39,43
62,28
50,43
5,49
55,93
44,97
16,59
51,44
55,14
76,62
20,95
47,6
8,91
98,13
100,15
41,70
60,94
39,79
75,47
22,22
97,21
58,72
7,36
1,76
65,32
66,60
57,57
99,42
82,67
49,81
13,50
11,88
32,5
95,57
17,81
19,14
78,97
71,3
66,11
14,87
67,73
25,27
49,38
59,54
41,17
68,20
52,91
94,54
86,78
76,93
7,96
5,35
87,61
64,35
73,94
12,65
31,20
82,46
82,91
7,93
40,7
74,51
36,36
85,44
88,96
56,41
97,88
30,39
90,73
22,88
66,93
42,51
4,28
20,38
93,62
44,78
33,69
61,62
65,66
1,87
21,11
63,8
56,7
39,98
31,52
12,48
20,59
71,69
28,78
61,91
52,78
40,89
70,1
32,33
22,66
74,81
4,61
38,28
49,73
53,99
14,72
73,69
61,44
85,12
75,80
63,86
9,4
30,50
95,50
29,74
84,67
52,74
85,55
70,36
52,81
89,29
39,50
91,78
11,30
25,16
83,96
6,92
99,59
68,47
57,64
14,26
3,89
66,45
34,8
65,78
80,80
6,31
67,96
66,26
69,4
75,24
43,44
12,87
22,97
42,71
18,84
100,20
6,66
48,4
82,95
97,83
15,61
11,69
98,96
87,92
58,7
95,18
77,100
44,22
71,74
90,65
28,61
20,1
2,45
68,13
56,1
53,89
82,27
92,75
43,98
24,22
76,72
19,88
95,91
53,68
6,6
79,13
25,71
17,66
42,26
61,67
80,91
55,37
72,30
43,52
95,63
90,59
85,41
25,81
95,78
86,7
10,40
94,58
56,47
42,51
83,94
81,84
49,98
85,92
98,33
97,14
69,26
92,73
4,84
64,81
22,3
59,28
4,23
87,40
20,59
47,79
68,42
83,93
80,4
85,8
79,65
99,60
67,98
5,48
35,16
48,98
90,99
55,71
3,21
31,73
26,79
31,2
68,80
4,42
63,71
47,33
61,8
60,44
20,18
96,90
59,69
68,31
83,38
45,62
38,99
9,86
21,52
19,48
57,48
22,43
93,29
84,84
45,71
44,73
43,95
76,34
59,37
31,59
23,45
12,58
97,96
23,5
93,77
61,83
43,97
35,1
64,88
98,27
14,73
64,12
12,39
98,30
20,30
51,56
57,62
93,33
8,78
19,54
93,2
