58,95
25,21
22,51
67,64
42,87
69,83
75,15
22,94
27,74
25,55
45,47
87,18
59,51
83,63
82,66
40,22
41,82
49,10
6,72
66,95
90,61
9,34
56,15
42,15
60,75
94,47
22,91
70,26
9,63
88,47
42,86
83,87
13,27
51,63
53,3
87,90
47,54
83,17
62,82
94,11
26,94
14,88
16,44
32,100
86,30
28,74
12,89
92,64
80,77
84,39
6,71
50,29
44,17
57,7
17,22
96,52
42,91
84,80
64,40
37,34
53,92
65,53
88,64
38,31
33,64
6,52
45,47
5,71
24,23
30,63
98,21
98,93
32,91
8,54
36,7
85,38
2,89
39,72
64,42
59,91
66,65
30,53
13,88
4,41
67,81
57,76
40,83
83,27
87,48
42,29
98,15
53,13
10,68
30,74
68,97
95,97
51,13
77,94
26,20
64,37
60,44
96,81
77,89
75,33
34,68
14,26
71,75
41,82
74,83
58,65
46,34
28,4
53,6
40,91
89,4
86,52
90,19
25,51
66,43
46,20
2,13
16,52
66,14
82,58
55,1
60,84
53,58
55,84
35,99
89,65
7,63
61,76
23,15
32,90
32,98
80,30
99,52
50,11
93,54
70,5
69,49
32,38
40,52
30,78
97,80
53,53
77,18
84,61
84,78
69,48
84,17
40,45
94,32
81,95
88,32
40,58
4,8
70,22
95,33
27,47
58,75
67,96
40,30
32,7
37,45
70,32
10,31
75,33
96,60
56,78
5,97
51,57
8,26
80,93
61,96
6,8
23,82
76,86
24,69
28,2
81,79
47,1
52,69
40,59
4,92
77,47
7,98
45,6
47,10
34,55
42,65
39,91
11,28
81,41
81,68
66,57
25,7
91,87
48,31
74,41
77,47
55,3
99,58
86,11
57,67
45,87
85,65
7,74
46,20
47,80
79,25
88,60
14,23
90,21
17,52
1,68
82,81
96,84
74,22
1,61
23,38
3,47
62,22
45,34
32,45
94,51
69,54
6,98
11,52
82,8
86,92
74,22
61,3
16,88
55,3
10,38
88,79
83,35
39,19
2,54
69,58
94,93
35,62
98,67
25,88
74,20
40,65
60,26
92,18
98,88
30,2
33,73
43,68
60,68
55,93
100,63
86,1
58,77
12,62
76,85
50,68
15,60
32,42
77,94
41,17
75,4
44,4
94,28
26,38
43,95
17,73
46,23
51,25
50,5
68,20
61,50
34,17
55,75
39,61
3,47
45,89
30,42
88,85
34,86
39,59
37,70
17,27
7,98
99,52
33,67
3,46
28,69
92,2
94,17
65,9
70,34
4,89
76,94
99,6
92,50
72,22
21,83
94,80
81,12
24,55
69,68
82,35
61,31
2,100
51,71
53,76
60,9
2,64
68,23
90,14
73,92
21,66
77,62
91,1
32,95
1,9
41,47
18,24
73,80
70,8
18,25
41,33
97,54
20,51
27,52
40,100
93,6
64,5
83,26
82,87
41,84
36,25
88,19
26,44
90,22
88,98
89,14
17,53
62,25
32,88
42,34
44,98
4,93
71,40
1,65
93,32
63,9
44,89
87,75
43,31
45,36
64,50
19,59
67,51
7,14
33,22
98,34
28,81
69,25
92,9
16,64
55,29
13,19
9,88
99,55
87,82
97,58
45,17
84,8
49,96
38,43
92,28
85,34
65,59
100,84
2,38
41,63
86,58
20,72
75,1
33,79
2,59
92,45
78,72
72,18
38,14
32,12
72,29
11,61
43,6
98,70
40,65
95,16
7,96
33,58
2,43
29,89
16,31
14,96
40,98
42,26
95,29
76,90
80,57
71,73
42,66
83,22
56,54
60,15
88,84
47,40
98,63
79,84
80,44
26,58
47,96
5,77
34,87
42,19
23,9
81,32
46,13
50,56
49,25
85,25
30,83
40,44
55,10
34,2
70,22
81,66
14,95
48,78
80,6
49,96
45,59
52,5
92,9
21,43
21,23
47,31
27,83
66,73
97,27
43,47
60,77
67,23
31,10
27,18
26,35
71,68
90,13
71,47
28,69
64,31
86,92
57,78
15,16
98,21
59,46
76,83
96,93
53,21
16,20
70,79
35,34
87,57
61,86
55,72
12,53
62,21
51,92
84,47
81,12
87,44
40,25
81,78
97,40
23,98
38,45
49,90
51,84
58,87
87,75
4,28
17,23
72,85
67,96
63,67
63,93
82,12
88,39
74,84
40,93
59,4
66,38
84,26
95,83
77,39
60,87
78,93
45,86
59,36
71,66
41,1
45,86
60,19
46,88
38,55
79,13
90,1
45,40
98,47
14,47
45,88
22,56
5,1
29,11
21,6
82,47
72,66
92,51
33,27
49,94
66,61
22,43
43,80
18,7
41,66
96,23
12,76
31,73
12,14
42,91
38,64
85,50
71,14
77,10
95,63
8,56
89,20
68,79
1,72
10,97
70,1
28,45
15,57
78,62
13,48
92,44
92,14
99,56
60,86
69,92
46,82
60,99
93,11
47,8
66,76
43,3
77,57
86,22
61,67
21,31
4,44
34,79
65,22
5,78
6,92
65,44
7,78
72,28
21,10
68,58
92,84
77,36
13,7
11,24
94,34
99,70
67,76
91,35
88,95
83,4
51,97
94,12
82,54
75,9
61,63
9,16
41,46
60,25
43,93
97,75
11,62
35,29
74,21
75,44
75,39
35,38
44,47
6,68
96,43
92,98
24,94
33,15
17,87
87,36
94,73
31,82
3,42
4,80
68,72
41,28
53,72
65,26
50,40
26,66
31,92
63,71
75,78
6,31
7,42
61,52
40,65
39,2
32,33
90,85
51,96
50,96
29,4
91,36
88,95
100,45
76,28
27,57
80,78
29,49
55,5
32,38
46,44
79,86
64,62
56,68
39,85
47,83
77,94
12,33
42,77
73,34
66,52
64,12
82,21
59,61
94,20
56,14
23,93
71,25
44,91
23,32
62,55
37,41
32,12
62,65
76,100
41,100
91,85
93,16
53,96
100,17
82,8
60,30
28,25
23,14
97,50
68,37
83,82
60,53
28,84
37,62
47,68
52,62
47,68
69,93
72,92
52,74
74,67
87,12
80,84
29,70
4,71
72,34
99,41
12,40
37,72
81,43
57,97
29,38
69,98
92,65
27,3
16,13
64,100
9,15
67,66
25,81
96,79
4,54
29,4
100,9
59,61
94,90
96,53
38,69
72,47
96,32
73,70
47,91
54,65
93,8
59,70
68,53
14,27
22,17
48,80
95,17
57,82
19,19
24,23
80,59
18,17
64,48
87,10
16,80
17,5
100,37
83,22
38,64
10,61
75,8
84,41
96,3
25,30
69,13
20,38
95,51
7,40
60,72
52,70
73,19
38,63
55,89
40,78
3,2
17,26
82,16
48,9
36,64
5,6
34,10
82,19
73,22
25,52
57,61
82,16
97,81
76,28
50,40
15,80
92,95
34,76
24,9
15,47
89,63
96,39
85,24
65,55
34,35
40,30
90,79
26,2
52,29
32,100
91,1
73,80
48,12
33,76
83,8
18,1
16,49
40,58
50,77
18,97
32,84
92,76
57,85
39,12
32,56
76,70
37,30
33,57
76,76
95,21
23,97
94,21
6,67
70,84
49,54
85,78
42,77
79,13
59,45
97,46
95,11
50,73
25,51
84,33
46,75
22,36
1,51
79,85
72,21
4,86
67,15
32,3
81,50
24,85
68,18
94,17
61,2
77,93
94,30
84,51
31,68
7,62
55,93
25,48
88,36
94,2
90,14
34,21
96,73
30,64
99,21
33,15
29,89
76,88
60,15
39,13
14,7
77,42
36,46
50,64
15,32
59,53
99,68
35,45
69,67
64,2
55,9
42,4
51,32
98,78
48,26
49,38
63,31
35,63
69,47
94,99
6,89
97,71
29,99
40,60
53,83
87,66
10,38
35,69
68,81
78,76
44,47
27,80
92,17
1,99
57,9
52,57
78,36
31,76
47,75
94,75
26,55
67,15
87,88
29,42
53,100
45,44
19,57
82,87
27,41
100,49
100,3
53,73
15,26
88,19
25,57
47,79
92,84
70,100
64,18
35,97
81,12
98,86
47,59
36,6
51,91
97,28
59,85
42,21
10,40
39,49
46,47
73,7
43,66
97,96
61,51
1,54
37,55
21,78
66,52
78,40
73,63
15,71
72,11
31,31
6,36
66,62
87,20
26,42
5,41
66,31
55,32
49,79
16,11
93,52
14,9
5,73
2,85
85,98
53,67
63,11
5,73
18,84
12,11
11,84
76,78
56,59
73,3
14,1
99,65
54,10
82,19
33,83
8,86
94,73
71,67
82,74
5,87
4,88
94,99
43,43
22,30
91,5
95,73
8,28
83,85
37,6
89,79
4,10
53,59
28,90
99,7
45,74
67,37
75,33
57,1
83,8
72,82
15,96
93,2
10,15
52,91
77,13
7,62
8,9
22,7
35,20
